인허가등록번호,등록일자,공연장명칭,공연장소재지(지번),전화번호,객석수,상태구분,영업상태,폐업일자,휴업시작일자,휴업종료일자
23000-2000-000006,20000127,(주)엠엠시네마(6관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000007,20000127,(주)엠엠시네마(7관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000008,20000127,(주)엠엠시네마(8관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000009,20000127,(주)엠엠시네마(9관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000010,20000127,(주)엠엠시네마(10관),서울특별시 중구 을지로6가  17번지 2호  ,,,1,영업중,,,
23000-2000-000011,20000329,삼성에버랜드(주)씨넥스,서울특별시 중구 태평로2가  150번지 0호  ,,,1,영업중,,,
23000-2000-000012,20000621,중앙시네마5관,서울특별시 중구 저동1가  48번지 0호  중앙시네마(제5관),,,1,영업중,,,
23000-2000-000013,20000621,중앙시네마6관,서울특별시 중구 저동1가  48번지 0호  중앙시네마(제6관),,,1,영업중,,,
23000-2000-000014,20000725,,서울특별시 중구 정동  15번지 0호  ,,,1,영업중,,,
23000-2000-000015,20000811,메사팝콘,서울특별시 중구 회현동1가  197번지 2호  ,,,1,영업중,,,
23000-2000-000016,20000902,스타식스정동1관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,,,,,
23000-2000-000017,20000902,스타식스정동제2관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,1,영업중,,,
23000-2000-000018,20000902,스타식스정동제3관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,1,영업중,,,
23000-2000-000019,20000902,스타식스정동제4관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,1,영업중,,,
23000-2000-000020,20000902,스타식스정동제5관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,1,영업중,,,
23000-2000-000021,20000902,스타식스정동제6관,서울특별시 중구 정동  22번지 0호  경향신문사별관2층,,,1,영업중,,,
23000-2000-000022,20000902,스타식스정동1관(도깨비스톰),서울특별시 중구 정동  22번지  ,,,1,영업중,,,
23000-2000-000023,20000811,신세계 메사홀,서울특별시 중구 회현동1가  204번지  ,02-371-8380,555,3,폐업,20180830,,
23000-2001-000001,20010511,멀티플렉스 캣츠21 (1관),서울특별시 중구 충무로1가  24번지 23호  8층,,,1,영업중,,,
23000-2001-000002,20010515,멀티플렉스 캣츠 21 (2관),서울특별시 중구 충무로1가  24번지 23호  ,,,1,영업중,,,
23000-2001-000003,20010515,멀티플렉스 캣츠 21 (3관),서울특별시 중구 충무로1가  24번지 23호  ,,,1,영업중,,,
23000-2001-000004,20010515,멀티플렉스 캣츠 21 (4관),서울특별시 중구 충무로1가  24번지 23호  ,,,1,영업중,,,
23000-2001-000005,20010515,멀티플렉스 캣츠 21 (5관),서울특별시 중구 충무로1가  24번지 23호  ,,,1,영업중,,,
23000-2001-000006,20010924,중앙시네마(제3관),서울특별시 중구 저동1가  48번지  ,,,1,영업중,,,
23000-2001-000007,20011029,중앙시네마 (제1관),서울특별시 중구 저동1가  48번지 0호  ,,,1,영업중,,,
23000-2001-000008,20011212,대한극장 1관,서울특별시 중구 필동2가  19번지 1호  ,,,1,영업중,,,
23000-2003-000001,20030908,꼬스트홀,서울특별시 중구 명동2가  1번지  ,,,1,영업중,,,
23000-2003-000002,20031006,명동난타극장,서울특별시 중구 명동2가  50번지 14호  ,739-8288,382,1,영업중,,,
23000-2005-000001,20050324,충무아트센터 대극장,서울특별시 중구 흥인동  126번지 1호  ,,1231,1,영업중,,,
23000-2005-000002,20050324,소공연장,서울특별시 중구 흥인동  131번지  ,,,1,영업중,,,
23000-2005-000003,20050323,충무아트센터 중극장 블랙,서울특별시 중구 흥인동  126번지 1호  ,02-2230-6611,327,1,영업중,,,
23000-2006-000001,20060209,하늘극장,서울특별시 중구 장충동2가  산 14번지 67  호  ,2280-4114,600,1,영업중,,,
23000-2006-000002,20060209,이화여고 100주년 기념관,서울특별시 중구 정동  32번지  ,777-1378,,1,영업중,,,
23000-2006-000003,20060913,서울패션아트홀,서울특별시 중구 신당동  251번지 7 호  동대문주차장증축건물5층,,,1,영업중,,,
23000-2007-000001,20071120,서울남산국악당,서울특별시 중구 필동1가   ,2261-0500,330,1,영업중,,,
23000-2007-000002,20070502,충무아트센터 소극장 블루,서울특별시 중구 흥인동  126번지 1호  ,02-2260-6611,258,1,영업중,,,
23000-2009-000001,20090417,명동예술극장,서울특별시 중구 명동1가  54번지  ,727-0995,558,1,영업중,,,
23000-2009-000002,20090518,해치홀,서울특별시 중구 명동2가  31번지 1호  M-Plaza 5층,727-3251,190,1,영업중,,,
23000-2009-000003,20091119,명보아트홀(하람홀),서울특별시 중구 초동  18번지 5호  6층,2274-2424,226,1,영업중,,,
23000-2009-000004,20091119,명보아트홀(다온홀),서울특별시 중구 초동  18번지 5호  지하1층,2274-2121,334,1,영업중,,,
23000-2009-000005,20091119,명보아트홀(가온홀),서울특별시 중구 초동  18번지 5호  지하3층,2274-2121,333,1,영업중,,,
23000-2011-000001,20110628,NH아트홀,서울특별시 중구 충정로1가  85번지  ,02-386-3705,406,1,영업중,,,
23000-2011-000002,20111005,동국대 이해랑예술극장,서울특별시 중구 장충동2가  192번지 5호  동국대학교,2260-8901,302,1,영업중,,,
23000-2012-000001,20120403,스테이지팩토리홀(Stagefactory Hall),서울특별시 중구 장충동2가  190번지 10호  ,02-720-0750,180,3,폐업,20140619,,
23000-2012-000002,20121023,경향아트힐 4관[(주)보보스컴퍼니],서울특별시 중구 정동  22번지  경향신문사 2F (주)해라,554-0103,347,3,폐업,20150922,,
23000-2012-000003,20121126,경향아트힐 4관,서울특별시 중구 정동  22번지  ,070-4070-8055,174,3,폐업,20160316,,
23000-2013-000001,20130304,경향 아트힐 5관,서울특별시 중구 정동  22번지  ,2266-3727,213,1,영업중,,,
23000-2013-000002,20130814,JUMP 전용극장,서울특별시 중구 정동  22번지  경향신문사 경향아트힐,02-722-3995,324,3,폐업,20160315,,
23000-2014-000001,20140110,Klive,서울특별시 중구 을지로6가  21번지 31호  ,02-2265-0810,300,1,영업중,,,
23000-2015-000001,20150612,명보아트홀(라온홀),서울특별시 중구 초동  18번지 5호  ,02-2274-2121,334,1,영업중,,,
23000-2015-000002,20150821,이화여고 100주년기념관,서울특별시 중구 정동  32번지 1호  ,02-752-3353,433,1,영업중,,,
23000-2015-000003,20150917,경향아트힐1관,서울특별시 중구 정동  22번지  ,02-3701-1114,342,1,영업중,,,
23000-2015-000004,20151125,중구구민회관 대강당,서울특별시 중구 을지로6가  18번지 14호  ,02-3396-4120,450,3,폐업,20160223,,
23000-2015-000005,20151125,중구구민회관 소강당,서울특별시 중구 을지로6가  18번지 14호  ,02-3396-4120,150,3,폐업,20160223,,
23000-2015-000006,20151222,CKL스테이지,서울특별시 중구 다동  10번지  ,02-6441-3031,263,1,영업중,,,
23000-2017-000001,20170414,정동마루,서울특별시 중구 정동  8번지 11호  ,02-751-1500,50,1,영업중,,,
23000-2017-000002,20170929,썬앤문(SUN&MOON) 전용관,서울특별시 중구 정동  22번지  ,02-3701-1114,313,1,영업중,,,
23000-2018-000001,20180504,삼일로창고극장,서울특별시 중구 저동1가  20번지 2호  삼일로창고극장,02-3789-9635,60,1,영업중,,,
23000-2019-000001,20191226,그레뱅홀,서울특별시 중구 을지로1가  63번지  그레뱅뮤지엄 2층,02-777-4700,200,1,영업중,,,
23000-2020-000001,20200515,푸르지오아트홀,서울특별시 중구 을지로4가  323번지  ,02-2288-2864,280,1,영업중,,,
23000-1972-000001,19720220,성남극장,서울특별시 용산구 남영동  83번지  ,,,1,영업중,,,
23000-1991-000001,19910824,프린스비디오소극장,서울특별시 용산구 한강로2가  390번지 1호  ,,,1,영업중,,,
23000-1996-000001,19960719,성남극장2,서울특별시 용산구 남영동  83번지  ,,,1,영업중,,,
23000-1998-000001,19980608,가야관광호텔,서울특별시 용산구 갈월동  98번지 11호  ,,,1,영업중,,,
23000-1998-000002,19980608,가야관광호텔,서울특별시 용산구 갈월동  98번지 11호  ,,,1,영업중,,,
23000-2005-000001,20051017,극장 용,서울특별시 용산구 용산동6가  168번지 6호  ,02)2077-9725,862,1,영업중,,,
23000-2011-000001,20110119,용산아트홀 대극장 미르,서울특별시 용산구 이태원동  34번지 87호  ,2199-7260,787,1,영업중,,,
23000-2011-000002,20110119,용산아트홀 소극장 가람,서울특별시 용산구 이태원동  34번지 87호  ,2199-7260,304,1,영업중,,,
23000-2011-000003,20111020,블루스퀘어(Blue Square) 뮤지컬공연장,서울특별시 용산구 한남동  727번지 56호  ,02-6399-7447,1767,1,영업중,,,
23000-2011-000004,20111027,블루스퀘어(Blue Square) 콘서트공연장,서울특별시 용산구 한남동  727번지 56호  ,02-6399-7447,1400,1,영업중,,,
23000-2012-000001,20120214,프로젝트박스 시야,서울특별시 용산구 동빙고동  1번지 102호  ,070-7606-5573,140,3,폐업,20181207,,
23000-2012-000002,20120406,문화극장,서울특별시 용산구 용산동1가  8번지  전쟁기념관,02-797-7608,298,1,영업중,,,
23000-2014-000001,20140225,동자아트홀,서울특별시 용산구 동자동  45번지  센트레빌아스테리움서울 KDB생명타워 지하2층-B200,1666-9896,157,3,폐업,20140718,,
23000-2014-000002,20141125,동자아트홀,서울특별시 용산구 동자동  45번지  ,02-2199-7260,157,1,영업중,,,
23000-2015-000001,20150417,일신홀,서울특별시 용산구 한남동  714번지  ,02-792-8425,189,1,영업중,,,
23000-2015-000002,20150512,Under Stage (언더스테이지),서울특별시 용산구 한남동  683번지 132호  ,02-331-6310,188,1,영업중,,,
23000-2017-000001,20170516,한국즉흥극장,서울특별시 용산구 청파동3가  24번지 45호  ,,60,3,폐업,20190315,,
23000-2018-000001,20180412,대원 콘텐츠 라이브,서울특별시 용산구 한강로3가  40번지 999호  용산역,02-6373-3000,220,1,영업중,,,
23000-2019-000001,20190607,코리아블루스씨어터,서울특별시 용산구 청파동3가  24번지 45호  ,070-4038-3686,40,1,영업중,,,
23000-2019-000002,20190624,코리아 임프라브 씨어터,서울특별시 용산구 한강로2가  87번지 1호  ,,80,1,영업중,,,
23000-2019-000003,20190826,노들섬 라이브하우스,서울특별시 용산구 이촌동  302번지 146호  노들텃밭 지원센터,02-749-4500,456,1,영업중,,,
23000-2019-000004,20191212,세계평화운동 커뮤니티센터 월드피스존,서울특별시 용산구 용산동2가  17번지  ,,50,1,영업중,,,
23000-2000-000001,20001128,금호삼성공인중개사무소,서울특별시 성동구 금호동1가  1080번지 0호  벽산아파트 상가 115,,,1,영업중,,,
23000-2000-000002,20001128,하나로슈퍼,서울특별시 성동구 금호동1가  1080번지 0호  벽산아파트 상가 502-2,,,1,영업중,,,
23000-2005-000001,20051228,성동문화회관,서울특별시 성동구 행당동  142번지 1호  ,2286-6004,520,1,영업중,,,
23000-2012-000001,20120323,백남아트홀,서울특별시 성동구 사근동  110번지  ,02-2290-2704,208,1,영업중,,,
23000-2012-000002,20120914,성수아트홀,서울특별시 성동구 성수동1가  656번지 323호  성수아트홀,02-2204-7571,352,1,영업중,,,
23000-2015-000001,20150716,메두사홀 2관,서울특별시 성동구 행당동  155번지 1호  ,02-511-8588,209,1,영업중,,,
23000-2015-000002,20150716,메두사홀 1관,서울특별시 성동구 행당동  155번지 1호  ,02-511-8588,260,1,영업중,,,
23000-2015-000003,20150716,메두사홀 3관,서울특별시 성동구 행당동  155번지 1호  ,02-511-8588,125,1,영업중,,,
23000-2016-000001,20160526,언더스탠드에비뉴 아트스탠드,서울특별시 성동구 성수동1가  685번지 704호  ,070-4244-8164,120,1,영업중,,,
23000-2016-000002,20160804,게토(GHETTO),서울특별시 성동구 성수동1가  656번지 969호  ,02-461-1125,,1,영업중,,,
23000-2018-000001,20181031,우란2경,서울특별시 성동구 성수동2가  314번지 12호  ,02-465-1418,120,1,영업중,,,
23000-2019-000001,20191231,성수소극장,서울특별시 성동구 성수동2가  225번지 10호  ,02-6396-5785,90,1,영업중,,,
23000-1975-000001,19750929,무지개극장,서울특별시 광진구 능동  18번지 11호  ,2204-6024,352,1,영업중,,,
23000-1981-000001,19810120,유니버설 아트센터,서울특별시 광진구 능동  25번지  ,2204-1036,1036,1,영업중,,,
23000-1992-000001,19920602,워커힐민속예술단,서울특별시 광진구 광장동  산 21번지 0호  ,453-0121,,3,폐업,20000615,,
23000-1998-000001,19980211,대양홀,서울특별시 광진구 군자동  98번지  ,3408-3114,2030,1,영업중,,,
23000-1998-000002,19980325,CGV강변11  2관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000003,19980325,CGV강변11  3관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000004,19980327,CGV강변11  10관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000005,19980327,CGV강변11  11관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000006,19980327,CGV강변11  1관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000007,19980327,CGV강변11  4관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000008,19980327,CGV강변11  5관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000009,19980327,CGV강변11  6관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000010,19980327,CGV강변11  7관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000011,19980327,CGV강변11 8관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000012,19980327,CGV강변11  9관,서울특별시 광진구 구의동  546번지 4호  테크노마트빌딩,3424-1611,,7,등록취소,,,
23000-1998-000013,19980515,건대극장,서울특별시 광진구 자양동  8번지 3호  ,461-6613,,3,폐업,,,
23000-2000-000001,20000706,새천년관 대공연장,서울특별시 광진구 화양동  1번지 0호  건국대학교내 새천년관대공연장,455-1896,794,1,영업중,,,
23000-2002-000001,20021217,워커힐 씨어터(Walkerhill Theater),서울특별시 광진구 광장동   (주)워커힐,455-5000,720,1,영업중,,,
23000-2004-000001,20040120,와팝홀,서울특별시 광진구 능동  18번지  ,,1640,C,,,,
23000-2005-000001,20051226,나루아트센터 소공연장,서울특별시 광진구 자양동  227번지 344호  ,2049-4700,171,1,영업중,,,
23000-2005-000002,20051226,나루아트센터 대공연장,서울특별시 광진구 자양동  227번지 344호  ,,609,1,영업중,,,
23000-2006-000001,20060525,예스24 라이브홀,서울특별시 광진구 광장동  319번지 33호  ,02-3445-9637,841,1,영업중,,,
23000-2007-000001,20070702,롯데시네마 건대입구관 제5관,서울특별시 광진구 자양동  227번지 0007호  ,02-2024-1648,233,3,폐업,20160104,,
23000-2010-000001,20100927,시립광진청소년센터 대극장,서울특별시 광진구 광장동  313번지 3호  ,02)2204-3100,300,1,영업중,,,
23000-2010-000002,20101229,스타시티 아트홀,서울특별시 광진구 화양동  4번지 20호  스타시티 영존5층,430-8000,,3,폐업,20161102,,
23000-2012-000001,20120830,동서울아트홀,서울특별시 광진구 구의동  595번지  ,02-3436-7777,250,1,영업중,,,
23000-2013-000001,20130228,학생회관 대공연장,서울특별시 광진구 군자동  98번지  ,02-3408-3114,313,1,영업중,,,
23000-2013-000002,20130801,서울상상나라극장,서울특별시 광진구 능동  18번지  ,02-456-5080,220,1,영업중,,,
23000-2020-000001,20200514,pmf자양스테이션,서울특별시 광진구 자양동  630번지 41호  ,02-458-4840,50,1,영업중,,,
23000-1960-000001,19600504,오스카극장,서울특별시 동대문구 용두동  10번지 1호  ,967-0678,,3,폐업,19980625,,
23000-1985-000001,19850220,해천시네마소극장,서울특별시 동대문구 전농동  597번지 41호  (지상3층),967-1635,,1,영업중,,,
23000-1986-000001,19860130,제일시네마,서울특별시 동대문구 전농동  597번지 17호  ,3421-0064,,1,영업중,,,
23000-1988-000001,19880429,채원소극장,서울특별시 동대문구 휘경동  191번지 5호  ,960-6971,,3,폐업,19990727,,
23000-1989-000001,19890704,동원비디오소극장,서울특별시 동대문구 전농동  591번지 2호  (지상3층),962-1888,,1,영업중,,,
23000-1989-000002,19890909,제기소극장,서울특별시 동대문구 제기동  1012번지  (지상2층),960-6337,,1,영업중,,,
23000-1989-000003,19891202,성보비디오소극장,서울특별시 동대문구 전농동  597번지 34호  (지하1층),962-3355,,1,영업중,,,
23000-2002-000001,20020401,해천시네마극장,서울특별시 동대문구 전농동  597번지 41호  ,967-1635,,1,영업중,,,
23000-2002-000002,20020401,제일시네마,서울특별시 동대문구 전농동  597번지 17호  ,965-6565,,1,영업중,,,
23000-2015-000001,20150813,문화예술나눔터 아이원,서울특별시 동대문구 장안동   ,02-2246-0071,100,3,폐업,20191231,,
23000-2017-000001,20170628,랑 씨어터,서울특별시 동대문구 회기동  60번지 58호  ,,70,3,폐업,20191204,,
23000-2017-000002,20170727,엔에스엔 공연장,서울특별시 동대문구 장안동  365번지 4호  ,02-517-5748,140,1,영업중,,,
23000-2020-000001,20200429,Space 1,서울특별시 동대문구 청량리동  206번지 46호  수림문화재단,,196,1,영업중,,,
23000-2002-000001,20020401,상봉시네마 3관,서울특별시 중랑구 상봉동  92번지 2호  4층 401호,6462-2300,,1,영업중,,,
23000-2002-000002,20020401,상봉시네마 4관,서울특별시 중랑구 상봉동  92번지 2호  4층 402호,6423-2300,,1,영업중,,,
23000-2002-000003,20020401,상봉시네마 5관,서울특별시 중랑구 상봉동  92번지 2호  5층 501호,6462-2300,,1,영업중,,,
23000-2002-000004,20020401,상봉시네마 6관,서울특별시 중랑구 상봉동  92번지 2호  5층 502호,6462-2300,,1,영업중,,,
23000-2002-000005,20020401,상봉시네마 7관,서울특별시 중랑구 상봉동  92번지 2호  6층 601호,6462-2300,,1,영업중,,,
23000-2002-000006,20020401,상봉시네마 2관,서울특별시 중랑구 상봉동  92번지 2호  3층 302호,6462-2300,,1,영업중,,,
23000-2002-000007,20020404,상봉시네마 1관,서울특별시 중랑구 상봉동  92번지 2호  ,6462-2300,,1,영업중,,,
23000-2002-000009,20021231,중랑구청장,서울특별시 중랑구 면목동  0번지 0호  378-5,2207-6130,494,1,영업중,,,
23000-2003-000001,20030327,새서울극장1관,서울특별시 중랑구 상봉동  136번지 10호  ,438-7711,,3,폐업,20031001,,
23000-2003-000002,20030327,새서울극장2관,서울특별시 중랑구 상봉동  136번지 10호  ,438-7711,,3,폐업,20031001,,
23000-2003-000003,20030327,새서울극장3관,서울특별시 중랑구 상봉동  136번지 10호  ,438-8881,,3,폐업,20031001,,
23000-2018-000001,20180501,중랑구민회관 소공연장,서울특별시 중랑구 면목동  378번지 4호  중랑구민회관,02-2207-6130,154,1,영업중,,,
23000-1998-000001,19980313,화랑극장,서울특별시 성북구 석관동  173번지 1호  ,941-0519,,1,영업중,,,
23000-2002-000001,20021211,미아리고개 예술극장,서울특별시 성북구 돈암동  51번지 49호  외 12필지,02-924-6781,112,1,영업중,,,
23000-2002-000002,20021210,삼청각,서울특별시 성북구 성북동  330번지 115호  2층,02-765-3700,206,1,영업중,,,
23000-2002-000003,20021210,시립성북청소년센터,서울특별시 성북구 장위동  135번지 2호  시립성북청소년센터,02-3292-1318,169,1,영업중,,,
23000-2007-000001,20070430,한국예술종합학교(중극장),서울특별시 성북구 석관동  산 1번지 5호  ,,538,1,영업중,,,
23000-2007-000002,20070430,한국예술종합학교(소극장),서울특별시 성북구 석관동  산 1번지 5호  ,02-746-9496,323,1,영업중,,,
23000-2013-000001,20130215,극장 봄,서울특별시 성북구 삼선동1가  35번지  지층,070-4127-8318,55,1,영업중,,,
23000-2015-000001,20150915,뜻밖의 극장,서울특별시 성북구 동선동1가  89번지  지츨,,70,1,영업중,,,
23000-2017-000001,20170213,공간 222,서울특별시 성북구 동소문동2가  222번지  ,,33,1,영업중,,,
23000-2017-000002,20170320,여행자극장,서울특별시 성북구 성북동1가  35번지 8호  ,02 3673 1392,100,1,영업중,,,
23000-2018-000001,20180404,성북마을극장,서울특별시 성북구 동선동1가  4번지 7호  세창빌딩,,68,1,영업중,,,
23000-2019-000001,20190208,공간M 아트센터,서울특별시 성북구 동소문동5가  15번지  ,02-927-2489,70,1,영업중,,,
23000-2019-000002,20191117,천장산우화극장,서울특별시 성북구 상월곡동  24번지 348호  성북정보도서관,02-6906-3146,100,1,영업중,,,
23000-2002-000001,20021230,강북문화예술회관 대공연장,서울특별시 강북구 수유동  360번지 10호  ,3499-6500,666,1,영업중,,,
23000-2009-000001,20091016,꿈의숲 퍼포먼스홀,서울특별시 강북구 번동  산 28번지 6호  ,2289-5401,283,1,영업중,,,
23000-2009-000002,20091016,꿈의숲 콘서트홀,서울특별시 강북구 번동  산 28번지 6호  ,2289-5401,301,1,영업중,,,
23000-2018-000001,20181012,울림아트홀,서울특별시 강북구 수유동  30번지 7호  세일빌딩,29077979,150,1,영업중,,,
23000-2020-000001,20200327,강북솔밭국악당,서울특별시 강북구 우이동  100번지 5호  화성빌딩,070-8282-7119,60,1,영업중,,,
23000-2004-000001,20040630,도봉구민회관 대강당,서울특별시 도봉구 창동  303번지  ,901-5160,552,1,영업중,,,
23000-2005-000002,20051202,시립창동문화체육센터 공연장,서울특별시 도봉구 창동  1번지 6호  ,901-5211,214,1,영업중,,,
23000-2005-000003,20050218,도봉구민회관 소공연장,서울특별시 도봉구 창동  303번지  ,901-5160,190,1,영업중,,,
23000-2015-000001,20150401,창동 극장,서울특별시 도봉구 창동  16번지 1호  ,070-8749-3205,100,1,영업중,,,
23000-2016-000001,20160426,레드박스(인터파크 창동씨어터),서울특별시 도봉구 창동  1번지 9호  플랫폼창동61,02-993-0561,0,1,영업중,,,
23000-2019-000001,20191119,BUNKER 1-1 씨어터,서울특별시 도봉구 도봉동  8번지  평화문화진지,02-3494-1972,,1,영업중,,,
23000-1990-000001,19900125,석계소극장,서울특별시 노원구 월계동  46번지 1호  ,,,3,폐업,20020628,,
23000-1991-000001,19910223,유토아극장,서울특별시 노원구 상계동  764번지 1호  ,,,3,폐업,20010522,,
23000-1992-000001,19920831,미도파메트로홀,서울특별시 노원구 상계동  713번지  ,,,3,폐업,19991223,,
23000-2000-000001,20000907,옴니아트홀,서울특별시 노원구 중계동  506번지 1호  지하2층,02-971-9031,,1,영업중,,,
23000-2002-000001,20021224,샤롯데홀,서울특별시 노원구 상계동  713번지  롯데백화점 8층,02-950-2871,252,3,폐업,20040213,,
23000-2003-000001,20030129,서울시립노원청소년수련관,서울특별시 노원구 상계동  772번지  (5층),,252,1,영업중,,,
23000-2003-000002,20030217,광운대학교 동해문화예술관,서울특별시 노원구 월계동  466번지 0호  광운대문화관1층,,2403,1,영업중,,,
23000-2004-000001,20041001,노원문화예술회관대공연장,서울특별시 노원구 중계동  364번지 3호  외 2필지,02-3392-5721,616,1,영업중,,,
23000-2004-000002,20041001,노원문화예술회관소공연장,서울특별시 노원구 중계동  364번지 3호  외 2필지,02-3392-5721,292,1,영업중,,,
23000-2013-000001,20130225,노원어울림극장,서울특별시 노원구 상계동  723번지  ,02-2289-6789,282,1,영업중,,,
23000-2017-000001,20170206,괜찮은홀 중계점,서울특별시 노원구 중계동  509번지  2001아울렛 7층,02-949-5801,150,3,폐업,20190424,,
23000-1974-000001,19740130,김인배가무단,서울특별시 은평구 응암동  585번지 48호  ,,,1,영업중,,,
23000-1974-000002,19740130,김인배가무단,서울특별시 은평구 응암동  585번지 48호  ,,,1,영업중,,,
23000-1974-000003,19740617,돌하르망악단,서울특별시 은평구 녹번동  19번지 69호  ,,,1,영업중,,,
23000-1974-000004,19740809,민병윤과2외악단,서울특별시 은평구 녹번동  118번지 27호  ,,,1,영업중,,,
23000-1977-000001,19770512,못난이가족,서울특별시 은평구 응암동  530번지 3호  ,,,1,영업중,,,
23000-1977-000002,19770819,김용출악단,서울특별시 은평구 대조동  85번지 6호  ,,,1,영업중,,,
23000-1978-000001,19780130,이종식악단,서울특별시 은평구 응암동  36번지 23호  ,,,1,영업중,,,
23000-1979-000001,19790325,김태웅악단,서울특별시 은평구 응암동  102번지 10호  ,,,1,영업중,,,
23000-1979-000002,19790423,윤광희악단,서울특별시 은평구 불광동  280번지 465호  ,,,1,영업중,,,
23000-1980-000001,19800213,김원혁악단,서울특별시 은평구 응암동  348번지 6호  ,,,1,영업중,,,
23000-1980-000002,19800214,김원혁악단,서울특별시 은평구 응암동  348번지 6호  ,,,1,영업중,,,
23000-1980-000003,19800318,이창용악단,서울특별시 은평구 불광동  305번지 6호  ,,,1,영업중,,,
23000-1980-000004,19800318,이창용악단,서울특별시 은평구 불광동  305번지 6호  ,,,1,영업중,,,
23000-1980-000005,19800429,최순미무용단,서울특별시 은평구 역촌동  34번지 1호  ,,,1,영업중,,,
23000-1980-000006,19800429,최순미무용단,서울특별시 은평구 역촌동  34번지 1호  ,,,1,영업중,,,
23000-1980-000007,19800507,킴스캄보,서울특별시 은평구 불광동  484번지 139호  ,,,1,영업중,,,
23000-1980-000008,19800507,킴스캄보,서울특별시 은평구 불광동  484번지 139호  ,,,1,영업중,,,
23000-1980-000009,19800526,연자방아,서울특별시 은평구 신사동  171번지 19호  ,,,1,영업중,,,
23000-1980-000010,19800526,연자방아,서울특별시 은평구 신사동  171번지 19호  ,,,1,영업중,,,
23000-1980-000011,19800625,최용익악단,서울특별시 은평구 갈현동  281번지 200호  ,,,1,영업중,,,
23000-1980-000012,19800625,최용익악단,서울특별시 은평구 갈현동  281번지 200호  ,,,1,영업중,,,
23000-1980-000013,19800805,노무악단,서울특별시 은평구 수색동  205번지 702호  ,,,1,영업중,,,
23000-1980-000014,19800805,노무악단,서울특별시 은평구 수색동  205번지 702호  ,,,1,영업중,,,
23000-1980-000015,19800813,김정호악단,서울특별시 은평구 대조동  14번지 8호  ,,,1,영업중,,,
23000-1980-000016,19800813,김정호악단,서울특별시 은평구 대조동  14번지 8호  ,,,1,영업중,,,
23000-1980-000017,19800826,박계완악단,서울특별시 은평구 갈현동  340번지  ,,,1,영업중,,,
23000-1980-000018,19800910,적토마,서울특별시 은평구 진관동  175번지 836호  ,,,1,영업중,,,
23000-1980-000019,19800912,백해근가무단,서울특별시 은평구 녹번동  41번지 96호  ,,,1,영업중,,,
23000-1981-000001,19810724,장태성악단,서울특별시 은평구 응암동  99번지 23호  ,,,1,영업중,,,
23000-1981-000002,19811209,퍼머스트레이디악단,서울특별시 은평구 진관동  479번지  ,,,1,영업중,,,
23000-1982-000001,19820407,박추수악단,서울특별시 은평구 불광동  280번지 172호  ,,,1,영업중,,,
23000-1982-000002,19820602,김인주악단,서울특별시 은평구 녹번동  61번지 6호  ,,,1,영업중,,,
23000-1982-000003,19820823,극동괴기물전시회,서울특별시 은평구 진관동  92번지 19호  ,,,1,영업중,,,
23000-1982-000004,19820917,이창수가무단,서울특별시 은평구 갈현동  227번지 21호  ,,,1,영업중,,,
23000-1982-000005,19821014,양학련무용,서울특별시 은평구 갈현동  278번지 4호  ,,,1,영업중,,,
23000-1982-000006,19821123,세익스피어어린이극단,서울특별시 은평구 진관동  175번지 314호  ,,,1,영업중,,,
23000-1982-000007,19821129,향우회,서울특별시 은평구 진관동  151번지 22호  ,,,1,영업중,,,
23000-1982-000008,19821224,문영일가무단,서울특별시 은평구 녹번동  158번지 46호  ,,,1,영업중,,,
