시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
경기대학교소성박물관,대학,경기도 수원시 영통구 광교산로 154-42,,37.29801405,127.0331186,031-249-8901,경기대학교소성박물관,,,10:00,17:00,00:00,00:00,토요일/ 일요일/ 국가공휴일/ 개교기념일,0,0,0,,,,031-249-8901,경기대학교소성박물관,2020-03-20,1371000,문화체육관광부
환경조형박물관(휴관),사립,경기도 양평군 강상면 교평리 447-1,,37.483831,127.483390,031-772-7978,환경조형박물관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,031-772-7978,환경조형박물관(휴관),2020-03-20,1371000,문화체육관광부
화폐박물관,사립,경기도 파주시 탄현면 헤이리마을길 93-89,,37.79080447,126.6973166,031-949-6592,화폐박물관,,,10:00,18:00,10:00,18:00,매주 월/ 설날/ 추석,3000,3000,2000,특별전시입장료-일반(3000)/특별전시입장료-미취학(2000)/특별전시입장료-유치원/초등학생(2000)/ 특별전시입장료-청소년 (3000)/ 특별전시입장료-19~25세 (3000),,,031-949-6592,화폐박물관,2020-03-20,1371000,문화체육관광부
숲사랑홍보관,공립,강원도 강릉시 사천면 미노길 1,,37.81722304,128.851408,033-644-4852,숲사랑홍보관,,,09:00,18:00,09:00,18:00,산불조심기간 연중무휴(그외 월요일 휴관),0,0,0,,,,033-642-0436,숲사랑홍보관,2020-03-20,1371000,문화체육관광부
호암미술관,사립,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 38,,37.29321667,127.1923338,031-320-1801,호암미술관,,,09:00,18:00,09:00,18:00,매주 월요일/ 1월1일/ 설/ 추석,4000,3000,3000,,,,02-2014-6537,호암미술관,2020-03-20,1371000,문화체육관광부
허브아일랜드식물원,사립,경기도 포천시 신북면 청신로 947번길 35,,37.96592509,127.1317081,031-535-6495,포천허브아일랜드,,,10:00,18:00,10:00,18:00,매주월,0,0,0,,,,031-535-6495,허브아일랜드식물원,2020-03-20,1371000,문화체육관광부
한향림옹기박물관,사립,경기도 파주시 탄현면 법흥리 헤이리마을길 96-43,,37.789956,126.700920,031-948-1001,한향림옹기박물관,,,10:00,18:00,10:00,18:00,매주 월 화/ 설날/ 추석,3000,3000,3000,특별전시입장료-일반(3000)/특별전시입장료-유치원/초등학생(3000)/ 특별전시입장료-청소년 (3000)/ 특별전시입장료-19~25세 (3000),,,031-948-1001,한향림옹기박물관,2020-03-20,1371000,문화체육관광부
한얼카메라유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼카메라유물관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼카메라유물관,2020-03-20,1371000,문화체육관광부
한얼전적유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼전적유물관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼전적유물관,2020-03-20,1371000,문화체육관광부
한얼의학유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼의학유물관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼의학유물관,2020-03-20,1371000,문화체육관광부
한얼산업디자인유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼산업디자인유물관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼산업디자인유물관,2020-03-20,1371000,문화체육관광부
한얼과학문화관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼과학문화관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼과학문화관,2020-03-20,1371000,문화체육관광부
한얼고문서유물관,사립,경기도 여주시 대신면 대신1로 298,,37.39865465,127.6092433,031-881-6319,한얼고문서유물관,,,09:00,18:00,00:00,00:00,공휴일 관람시각 정보 없음,5000,4000,4000,,,,031-881-6319,한얼고문서유물관,2020-03-20,1371000,문화체육관광부
팔랑민속관,공립,강원도 양구군 동면 바랑길158번길 1,,38.20970307,128.065632,033-480-2677,팔랑민속관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날 및 추석 오전/ 매주 월요일,0,0,0,,,,033-480-2151,팔랑민속관,2020-03-20,1371000,문화체육관광부
파로호 안보전시관,공립,강원도 화천군 간동면 구만리 215,,38.095183,127.771700,033-440-2544,화천군,,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,,,,033-440-2544,파로호 안보전시관,2020-03-20,1371000,문화체육관광부
태백석탄박물관,공립,강원도 태백시 천제단길 195,,37.11725375,128.9505642,033-552-7730,태백시 탄광유산관리사업소태백석탄박물관,,,09:00,18:00,09:00,18:00,매주 월요일,2000,1500,1000,,,,033-552-7730,태백석탄박물관,2020-03-20,1371000,문화체육관광부
태백고생대자연사박물관,공립,강원도 태백시 태백로 2249,,37.09488964,129.0396125,033-581-8181,태백시 탄광유산관리사업소태백고생대자연사박물관,,,09:00,18:00,09:00,18:00,-,2000,1500,1000,,,,033-581-8181,태백고생대자연사박물관,2020-03-20,1371000,문화체육관광부
춘천막국수체험박물관,공립,강원도 춘천시 신북읍 신북로 264,,37.94879477,127.7497794,033-244-8869,춘천막국수협희회,,,10:00,17:00,10:00,17:00,매주 월요일/ 설날 및 추석연휴,1000,700,500,,,,033-250-4417,춘천막국수체험박물관,2020-03-20,1371000,문화체육관광부
애니메이션박물관,공립,강원도 강원도 춘천시 서면 박사로 854,,37.520297,127.414350,033-245-6470,강원정보문화진흥원,,,10:00,18:00,10:00,18:00,매주월요일/ 1월1일/ 명절당일,7000,6000,6000,,,,033-250-3952,애니메이션박물관,2020-03-20,1371000,문화체육관광부
정선향토박물관,공립,강원도 정선군 화암면 화암동굴길 12-2,,37.34999111,128.7891456,033-560-3410,정선군시설관리공단,,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,,,033-560-3410,정선향토박물관,2020-03-20,1371000,문화체육관광부
인제산촌민속박물관,공립,강원도 인제군 인제로156번길~ 50,,38.062912,128.171390,033-462-2086,인제군문화재단,,,09:00,18:00,09:00,18:00,매주 월요일/ 설과 추석 당일,0,0,0,,,,033-460-2081,인제산촌민속박물관,2020-03-20,1371000,문화체육관광부
춘천인형극박물관,공립,강원도 강원도 춘천시 영서로 3017,,37.551595,127.431200,033-259-5885,춘천시문화재단,,,10:00,18:00,10:00,18:00,매주 월요일/ 설날추석 당일,2000,2000,2000,,,,033-259-5885,춘천인형극박물관,2020-03-20,1371000,문화체육관광부
의암 류인석 기념관,공립,강원도 춘천시 남면 충효로 1503,,37.74408608,127.5706559,033-264-3980,춘천문화원,,,09:00,18:00,09:00,18:00,매주 월요일. 신정/ 구정/ 추석 당일 휴무,20454,6351,4707,특별전시입장료-일반(15000)/특별전시입장료-유치원/초등학생(1000)/ 특별전시입장료-청소년 (1000)/ 특별전시입장료-19~25세 (5000),,,033-234-5105,의암 류인석 기념관,2020-03-20,1371000,문화체육관광부
월남파병용사 만남의 장,공립,강원도 화천군 간동면 죽엽산길 81-68,,38.05318872,127.8332576,033-440-2508,화천군,,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,,,,033-440-2508,월남파병용사 만남의 장,2020-03-20,1371000,문화체육관광부
원주시역사박물관,공립,강원도 원주시 봉산로 134,,37.34309111,127.9664054,033-737-4371,원주시역사박물관,,,09:00,18:00,09:00,18:00,매주 월요일/공휴일 다음날/설날 추석 당일,0,0,0,,,,033-737-4371,원주시역사박물관,2020-03-20,1371000,문화체육관광부
오죽헌박물관,공립,강원도 강릉시 율곡로 3139번길 24,,37.77830977,128.8767136,033-660-3314,강릉 오죽헌/시립박물관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날/ 추석 휴관,3000,2000,1000,,,,033-660-3314,오죽헌박물관,2020-03-20,1371000,문화체육관광부
여초서예관,공립,강원도 인제군 북면 만해로 154,,38.18891645,128.3197851,033-461-4081,인제군문화재단,,,09:00,18:00,09:00,18:00,매주 월/ 설날 당일/ 추석 당일,0,0,0,,,,033-460-2081,여초서예관,2020-03-20,1371000,문화체육관광부
어촌민속전시관,공립,강원도 삼척시 원덕읍 삼척로 1852-6,,37.26795954,129.3272805,033-570-4611,어촌민속전시관,,,09:00,18:00,09:00,18:00,매월 18일,3000,2000,1500,,,,033-570-4611,어촌민속전시관,2020-03-20,1371000,문화체육관광부
양양군 오산리선사유적박물관,공립,강원도 양양군 손양면 학포길 33,,38.08589477,128.6604721,033-670-2442,양양군,,,09:00,18:00,09:00,18:00,연중무휴,1000,500,300,,,,033-670-2442,양양군 오산리선사유적박물관,2020-03-20,1371000,문화체육관광부
양구인문학박물관,공립,강원도 양구군 양구읍 파로호로869번길 101,,38.12199809,127.9812769,033-482-9800,양구인문학박물관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날 및 추석 오전/ 매주 월요일(단/ 월요일이 공휴일인 경우 개관),0,0,0,,,,033-482-9800,양구인문학박물관,2020-03-20,1371000,문화체육관광부
양구백자박물관,공립,강원도 양구군 방산면 평화로 5182,,38.20740566,127.9513587,033-480-2664,양구백자박물관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날 및 추석 오전/ 매주 월요일(단/ 월요일이 공휴일인 경우 개관),0,0,0,,,,033-480-2360,양구백자박물관,2020-03-20,1371000,문화체육관광부
양구근현대사박물관,공립,강원도 양구군 양구읍 금강산로 439-51,,38.12222777,127.9904077,033-482-1945,양구근현대사박물관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날 및 추석 오전/ 매주 월요일(단/ 월요일이 공휴일인 경우 개관),0,0,0,,,,033-482-1945,양구근현대사박물관,2020-03-20,1371000,문화체육관광부
양구선사박물관,공립,강원도 양구군 양구읍 금강산로 439-52,,38.12356452,127.9904257,033-480-2677,양구선사박물관,,,09:00,18:00,09:00,18:00,1월 1일/ 설날 및 추석 오전/ 매주 월요일(단/ 월요일이 공휴일인 경우 개관),0,0,0,,,,033-480-2677,양구선사박물관,2020-03-20,1371000,문화체육관광부
아리랑박물관,공립,강원도 정선군 애산로 51,,37.380840,128.672850,033-560-3031,정선아리랑문화재단,,,09:00,18:00,09:00,18:00,매주 월요일,2000,2000,2000,특별전시입장료-일반(2000)/특별전시입장료-유치원/초등학생(2000)/ 특별전시입장료-청소년 (2000)/ 특별전시입장료-19~25세 (2000),,,033-560-3031,아리랑박물관,2020-03-20,1371000,문화체육관광부
속초시립박물관,공립,강원도 속초시 신흥2길 16,,38.20105287,128.538204,033-639-2977,속초시립박물관,,,09:00,18:00,09:00,18:00,매주 월요일,2000,1500,700,특별전시입장료-일반(2000)/특별전시입장료-유치원/초등학생(유치원-0/초등-700)/ 특별전시입장료-청소년 (1500)/ 특별전시입장료-19~25세 (2000),,,033-639-2977,속초시립박물관,2020-03-20,1371000,문화체육관광부
삼척시립박물관,공립,강원도 삼척시 엑스포로 54,,37.43891101,129.1584095,033-570-4483,문화예술센터,,,09:00,18:00,09:00,18:00,무휴,0,0,0,,,,033-575-0768,삼척시립박물관,2020-03-20,1371000,문화체육관광부
박인환문학관,공립,강원도 인제군 인제로156번길~ 50,,38.062912,128.171390,033-462-2086,인제군문화재단,,,09:00,18:00,09:00,18:00,매주 월요일/ 설과 추석 당일,0,0,0,,,,033-460-2081,박인환문학관,2020-03-20,1371000,문화체육관광부
마리소리골악기박물관,공립,강원도 홍천군 서석면 마리소리길 207,,37.73789018,128.2511253,033-430-2437,홍천군,,,09:00,18:00,09:00,18:00,매주 월요일/ 1월1일/ 추석 및 설 당일,0,0,0,,,,033-430-2427,마리소리골악기박물관,2020-03-20,1371000,문화체육관광부
허균허난설헌기념관,공립,강원도 강릉시 난설헌로 193번길 1-16,,37.79187317,128.9096453,033-640-4798,허균허난설헌기념관,,,09:00,18:00,09:00,18:00,-,0,0,0,,,,033-640-5580,허균허난설헌기념관,2020-03-20,1371000,문화체육관광부
삼탄아트마인,사립,강원도 정선군 고한읍 함백산로 1445-44,,37.18505568,128.8836159,033-591-3001,삼탄아트마인,,,09:00,18:00,09:00,18:00,매주 월요일,13000,13000,11000,특별전시입장료-일반(13000)/특별전시입장료-유치원/초등학생(11000)/ 특별전시입장료-청소년 (13000)/ 특별전시입장료-19~25세 (13000),,,033-591-3001,삼탄아트마인,2020-03-20,1371000,문화체육관광부
사립강원종합박물관,사립,강원도 삼척시 신기면 강원남부로 3016,,37.35140497,129.0841352,033-541-1523,사립강원종합박물관,,,08:00,18:00,08:00,18:00,무휴,9000,7000,7000,,,,043-830-8009,사립강원종합박물관,2020-03-20,1371000,문화체육관광부
뮤지엄 산(페이퍼갤러리),사립,강원도 원주시 지정면 월송리 오크밸리 2길 260,,37.418896,127.823400,033-730-9000,한솔문화재단,,,10:00,18:00,10:00,18:00,월요일,28000,18000,18000,,,,033-730-9000,뮤지엄 산(페이퍼갤러리),2020-03-20,1371000,문화체육관광부
무릉고서화미술박물관,사립,강원도 원주시 흥업면 사제로 399-10,,37.32528194,127.8865601,033-763-1535,무릉고서화미술박물관,,,10:00,17:00,00:00,00:00,공휴일,0,0,0,,,,033-763-1535,무릉고서화미술박물관,2020-03-20,1371000,문화체육관광부
만해문학박물관,사립,강원도 인제군 북면 만해로 91,,38.18574894,128.3156236,033-462-2303,동국대학교,,,09:30,17:30,09:30,17:00,홈페이지 공고,0,0,0,,,,033-462-2303,만해문학박물관,2020-03-20,1371000,문화체육관광부
만봉불화박물관,사립,강원도 영월군 김삿갓면 망경대산길 135-3,,37.15499523,128.6086569,033-372-5009,신원불교재단,,,09:00,18:00,09:00,18:00,매주월요일,5000,2000,0,,,,02-333-8831,만봉불화박물관,2020-03-20,1371000,문화체육관광부
동양자수박물관,사립,강원도 강릉시 죽헌길 140-12,,37.77812711,128.8802591,033-644-0600,동양자수박물관,,,09:00,18:00,09:00,18:00,무휴,5000,4000,4000,특별전시입장료-일반(5000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(4000)/ 특별전시입장료-청소년 (4000)/ 특별전시입장료-19~25세 (5000),,,033-644-0600,동양자수박물관,2020-03-20,1371000,문화체육관광부
금강산자연사박물관(휴관),사립,강원도 고성군 현내면 동해대로 7961,,38.47188429,128.4221775,033-681-1800,금강산자역사박물관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,033-680-3366,금강산자연사박물관(휴관),2020-03-20,1371000,문화체육관광부
강원랜드 뿌리관,사립,강원도 정선군 사북읍 삼삼길33,,37.22455171,128.8158162,033-592-0103,(주)강원랜드,,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,,,033-592-0103,강원랜드 뿌리관,2020-03-20,1371000,문화체육관광부
강원감영관찰사박물관,사립,강원도 원주시 흥업면 사제로 399-10,,37.32528194,127.8865601,033-763-1534,강원감영관찰사박물관,,,10:00,17:00,00:00,00:00,공휴일,0,0,0,,,,033-763-1534,강원감영관찰사박물관,2020-03-20,1371000,문화체육관광부
강릉커피박물관,사립,강원도 강릉시 왕산면 왕산로 2171-19,,37.65225873,128.7845865,070-8888-0077,강릉커피박물관,,,10:00,19:00,10:00,19:00,무휴,8000,7000,7000,,,,033-655-6644,강릉커피박물관,2020-03-20,1371000,문화체육관광부
강릉선교장박물관,사립,강원도 강릉시 운정길 63,,37.78727456,128.8846364,033-648-5303,㈜배다리문화원,,,09:00,18:00,09:00,18:00,무휴,5000,3000,2000,,,,033-648-5303,강릉선교장박물관,2020-03-20,1371000,문화체육관광부
단종역사관(휴관),공립,강원도 영월군 영월읍 단종로 190,,37.19551707,128.4548041,033-370-2656,영월군,,,09:00,18:00,09:00,18:00,연중무휴,2000,1500,1000,,,,033-370-2931,단종역사관(휴관),2020-03-20,1371000,문화체육관광부
