"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","약국영업면적","인허가구분명","지정일자","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"118","인원약국","서울특별시 중구 중림동 397번지 20호","서울특별시 중구 중림로 2 (중림동)","19651220","운영중","","","","","","100859","16.96","약국","19651220","02-392-3881","196798.18746200000  ","451051.48361800000  ","영업중"
"119","온누리정일약국","서울특별시 중구 중림동 69번지 9호","서울특별시 중구 청파로 437 (중림동)","19660408","운영중","","","","","","100858","24.84","약국","19660408","02-392-2786","197264.00788400000  ","451011.43362000000  ","영업중"
"120","동화약국","서울특별시 중구 동화동 282번지 107호","서울특별시 중구 다산로34길 47 (신당동)","20090611","운영중","","","","","","100824","20.3","약국","20090611","02-2234-9666","201510.91723000000  ","451358.84029600000  ","영업중"
"121","대화약국","서울특별시 중구 신당동 373번지 115호","서울특별시 중구 동호로5길 22 (신당동)","19700316","운영중","","","","","","100840","42.9","약국","19700316","02-2238-1333","201068.62962900000  ","450250.65618300000  ","영업중"
"122","한중약국","서울특별시 중구 서소문동 136번지","서울특별시 중구 서소문로 120 지하1층 (서소문동 ENA 센터)","19720624","운영중","","","","","","100814","21.08","약국","19720624","02-752-2326","197693              ","451195              ","영업중"
"123","메디팜신웅약국","서울특별시 중구 황학동 629번지","서울특별시 중구 퇴계로87길 15-8 (황학동)","19750326","운영중","","","","","","100869","20.13","약국","19750326","02-2252-6675","201836.58635700000  ","451859.00171800000  ","영업중"
"124","중부사약국","서울특별시 중구 오장동 11-4","서울특별시 중구 을지로30길 58 (오장동)","19751111","운영중","","","","","","100310","17.61","약국","19751111","02-2275-7357","199905.45154600000  ","451676.99131900000  ","영업중"
"125","다나약국","서울특별시 중구 신당동 372번지 3호","서울특별시 중구 동호로 171 (신당동)","19760421","운영중","","","","","","100840","24.37","약국","19760421","02-2234-0345","200997.53390700000  ","450436.21968400000  ","영업중"
"126","새원약국","서울특별시 중구 명동2가 2번지 3호","서울특별시 중구 명동길 52 (명동2가)","19761208","운영중","","","","","","100809","15.76","약국","19761208","02-776-4476","198701.84388500000  ","451580.92311200000  ","영업중"
"127","대풍약국","서울특별시 중구 신당2동 363번지 10호","서울특별시 중구 동호로11길 43 (신당동)","19770523","운영중","","","","","","100828","35.7","약국","19770523","02-2252-3944","200800.18741900000  ","450425.46661600000  ","영업중"
"128","한일약국","서울특별시 중구 서소문동 54번지 1호","서울특별시 중구 서소문로 109 (서소문동)","19770716","운영중","","","","","","100813","53.32","약국","19770716","02-753-9779","197639.26417900000  ","451503.50232000000  ","영업중"
"129","금천약국","서울특별시 중구 북창동 136번지","서울특별시 중구 남대문로1길 2 (북창동)","19780218","운영중","","","","","","100080","22.14","약국","19780218","02-778-7134","198028.56566700000  ","451304.28799700000  ","영업중"
"130","대도약국","서울특별시 중구 필동1가 39번지 3호","서울특별시 중구 퇴계로 183 (필동1가)","19780407","운영중","","","","","","100866","18","약국","19780407","02-2266-9862","199321.18815400000  ","451309.34655300000  ","영업중"
"131","한미약국","서울특별시 중구 신당동 217번지 92호 동평화시장 1층 가48호","서울특별시 중구 청계천로 318 1층 가48호 (신당동 동평화시장)","19790804","운영중","","","","","","100887","16.17","약국","19790804","02-2238-5929","201218.41787700000  ","452212.62142400000  ","영업중"
"132","오약국","서울특별시 중구  45번지 코오롱아케이드","서울특별시 중구 무교로 21 (무교동 코오롱아케이드)","19800126","운영중","","","","","","100772","18.7","약국","19800126","02-779-0310","198122.00197800000  ","452035.38569100000  ","영업중"
"133","희구약국","서울특별시 중구 남창동 48번지 10호","서울특별시 중구 남대문시장4길 37 (남창동)","19800604","운영중","","","","","","100804","38.5","약국","19800604","02-752-0229","197997.79254500000  ","450995.74955900000  ","영업중"
"134","신라약국","서울특별시 중구 다동 143","서울특별시 중구 남대문로9길 16 (다동)","19820520","운영중","","","","","","100180","19.8","약국","19820520","02-777-4825","198369.99499000000  ","451922.25433400000  ","영업중"
"135","신성약국","서울특별시 중구 신당동 292번지 127호 경북여인숙","서울특별시 중구 다산로 215 경북여인숙 1층 (신당동)","19831116","운영중","","","","","","","24.68","약국","19831116","02-2273-1390","201312.18122300000  ","451438.12120700000  ","영업중"
"136","지하근화사약국","서울특별시 중구 을지로3가 282번지 8호 지하상가3구역 11호","서울특별시 중구 을지로 지하 131 11호 (을지로3가 지하상가3구역)","19831206","운영중","","","","","","100847","19.52","약국","19831206","02-2272-4986","199476.79193700000  ","451878.74674300000  ","영업중"
"137","조동약국","서울특별시 중구 장교동 1번지","서울특별시 중구 삼일대로 363 지하1층 11호 (장교동 장교빌딩)","19840703","운영중","","","","","","100760","25.5","약국","19840703","02-755-2662","198856.14254300000  ","451957.74350900000  ","영업중"
"138","아세아약국","서울특별시 중구 초동 18번지 12호","서울특별시 중구 충무로4길 2 (초동)","19841113","운영중","","","","","","100300","27.72","약국","19841113","02-2279-5433","199381.01053800000  ","451711.54166100000  ","영업중"
"139","백조약국","서울특별시 중구 태평로1가 75번지","서울특별시 중구 세종대로21길 61 (태평로1가)","19841220","운영중","","","","","","100101","15.66","약국","19841220","02-738-8808","197869.70904500000  ","452175.89458200000  ","영업중"
"140","인우약국","서울특별시 중구 중림동 1154번지","서울특별시 중구 중림로 21 (중림동)","19851107","운영중","","","","","","100360","45.14","약국","19851107","02-392-7291","197001.95396900000  ","451050.79074100000  ","영업중"
"141","정원약국","서울특별시 중구 태평로2가 52번지 1호","서울특별시 중구 세종대로18길 10 (태평로2가)","19851226","운영중","","","","","","100864","29.9","약국","19851226","02-755-5866","198022.70492800000  ","451575.30281800000  ","영업중"
"142","장수약국","서울특별시 중구 신당5동 130번지 33호","서울특별시 중구 퇴계로86길 6 (신당동)","19870107","운영중","","","","","","100819","25.1","약국","19870107","02-2252-2929","201731.52040800000  ","451748.67163000000  ","영업중"
"143","부일약국","서울특별시 중구 신당동 236번지 503호","서울특별시 중구 청구로14길 45 (신당동)","19870429","운영중","","","","","","100888","32.88","약국","19870429","02-2238-6974","201159.52000300000  ","451471.53243400000  ","영업중"
"144","왕란약국","서울특별시 중구 광희동1가 154번지 1호","서울특별시 중구 을지로44길 20 (광희동1가)","19871120","운영중","","","","","","100411","16.3","약국","19871120","02-2267-1492","200563.90480000000  ","451746.30082600000  ","영업중"
"146","광진약국","서울특별시 중구 신당동 308번지 1호","서울특별시 중구 다산로27길 6-14 (신당동)","19890610","운영중","","","","","","100884","38.78","약국","19890610","02-2237-5296","201172.58228900000  ","451160.56820100000  ","영업중"
"147","동국약국","서울특별시 중구 필동3가 19번지 7호","서울특별시 중구 서애로1길 16 (필동3가)","19900106","운영중","","","","","","100273","29.01","약국","19900106","02-2267-6767","199903.62719700000  ","451256.40552200000  ","영업중"
"148","동문약국","서울특별시 중구 을지로6가 18번지 60호","서울특별시 중구 을지로41길 14 (을지로6가)","19900124","운영중","","","","","","100851","71.42","약국","19900124","02-2271-1702","200553.07907600000  ","451940.23562300000  ","영업중"
"149","남시약국","서울특별시 중구 남대문로3가 30번지 15호","서울특별시 중구 남대문로 18 (남대문로3가)","19910704","운영중","","","","","","100093","54","약국","19910704","02-753-7466","198033.46675200000  ","451248.87967500000  ","영업중"
"150","영진약국","서울특별시 중구 초동 35번지 3호","서울특별시 중구 충무로 30-2 (초동)","19921007","운영중","","","","","","100300","49.22","약국","19921007","02-2267-0801","199391.62970000000  ","451594.50068700000  ","영업중"
"151","평화약국","서울특별시 중구 남대문로4가 18번지 11호","서울특별시 중구 남대문시장길 21 (남대문로4가)","19940511","운영중","","","","","","100094","24.57","약국","19940511","02-755-6059","197977.64122800000  ","451190.66437600000  ","영업중"
"152","성인약국","서울특별시 중구 신당동 228번지 3호","서울특별시 중구 퇴계로 352-1 (신당동)","19940727","운영중","","","","","","100888","19.7","약국","19940727","02-2252-7102","200949.37898900000  ","451669.03363500000  ","영업중"
"153","을지로5가보영약국","서울특별시 중구 방산동 79-1","서울특별시 중구 동호로 376 (방산동)","19981106","운영중","","","","","","100320","39.6","약국","19981106","02-2273-9781","200219.75379000000  ","452041.26889200000  ","영업중"
"154","메디팜광주약국","서울특별시 중구 회현동1가 180번지 2호","서울특별시 중구 퇴계로6길 5 (회현동1가)","20000106","운영중","","","","","","100874","16.22","약국","20000106","02-756-3609","198087.17479800000  ","450943.07603100000  ","영업중"
"155","국민약국","서울특별시 중구 을지로6가 18번지 51호","서울특별시 중구 을지로41길 22 (을지로6가)","20000607","운영중","","","","","","100851","43.8","약국","20000607","02-2273-4466","200562.26062000000  ","451948.85268100000  ","영업중"
"156","서울시니어스약국","서울특별시 중구 신당동 366번지 97호","서울특별시 중구 다산로 72 1층 (신당동 서울시니어스타워)","20000619","운영중","","","","","","100450","26.18","약국","20000619","02-2237-5123","200712.55400400000  ","450153.75797400000  ","영업중"
"157","새생명약국","서울특별시 중구 신당동 844번지 남산타운5상가","서울특별시 중구 다산로 32 1층 124호 (신당동 남산타운5상가)","20000628","운영중","","","","","","100754","32.4","약국","20000628","02-2256-3366","201137.22119300000  ","450226.09094300000  ","영업중"
"158","성균제일약국","서울특별시 중구 묵정동 29번지 41호","서울특별시 중구 퇴계로48길 31 (묵정동)","20000629","운영중","","","","","","100380","52","약국","20000629","02-2269-6872","200008.87393300000  ","451294.71193200000  ","영업중"
"159","신평화약국","서울특별시 중구 신당동 217번지 1호 신평화상가 1층 가9호","서울특별시 중구 청계천로 298 1층 가9호 (신당동 신평화상가)","20000818","운영중","","","","","","100887","10.09","약국","20000818","02-2233-2587","200977.94987000000  ","452212.69753600000  ","영업중"
